Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Tight_Tolerance,Yes,Clear_Hard_Anodize,Yes,Bolts,Part_Deburred_On_Machine,2629,46,1.74,No,Out_Of_Tolerance,Machine_Broke_Down,1033
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,Zinc_Plating,Yes,Screw,Part_Deburred_On_Machine,2828,62,2.19,Yes,Out_Of_Tolerance,Measurement_Error,1241
First 6:00AM-2:30PM,6063 Aluminum,Mill,Matsuura_MAM72,High_Precision,Yes,Nickel_Plating,Yes,Bolts,Manually Deburred,1773,48,2.72,Yes,Dent,Loaded_Part_On_Wrong_Size,1081
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,Surface_Finish_Critical,Yes,Passivation,No,None,Part_Deburred_On_Machine,20,0,2.47,No,None,None,385
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,544,16,2.87,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,343
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1013,39,3.82,Yes,Scratches,Operator_Mistake,642
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,No,None,No,None,Manually Deburred,170,7,4.3,No,Incorrect_Engraving,Machine_Broke_Down,198
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,Yes,White_Paint,No,None,Manually Deburred,2303,109,4.73,No,Material_Cut_Too_Small,Incorrect_Revision_Level,1824
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,No,None,No,None,Manually Deburred,306,3,0.91,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,146
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Standard,Yes,Passivation,Yes,Fasteners,Manually Deburred,1270,41,3.19,No,Damage_To_Surface,Programming_Error,990
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,Standard,Yes,Heat_Treatment,Yes,Fasteners,Part_Deburred_On_Machine,1140,32,2.78,Yes,Thread_Defect,Improper_Setup,851
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,361,15,4.17,No,Missing_Feature,Incorrect_Revision_Level,280
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,No,None,Manually Deburred,28,1,1.94,No,Incorrect_Engraving,Incorrect_Tool_Used,120
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,NFX400A,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2870,6,0.2,No,Burrs_In_Part,Careless_Deburring,163
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Nickel_Plating,No,None,Manually Deburred,407,9,2.18,No,Out_Of_Tolerance,Programming_Error,524
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2425,104,4.27,No,Damage_To_Surface,Measurement_Error,1487
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Chem_Film,Yes,Screw,Manually Deburred,512,24,4.64,Yes,Thread_Defect,Incorrect_Tool_Used,769
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,340,16,4.67,Yes,Incorrect_Depth,Operator_Mistake,315
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Standard,Yes,Heat_Treatment,Yes,Bolts,Manually Deburred,1007,31,3.09,Yes,Dent,Material_Defect,860
First 6:00AM-2:30PM,6063 Aluminum,Mill,NFX400A,High_Precision,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,326,7,2.16,Yes,Thread_Defect,Tool_On_Machine_Broke,498
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,Yes,White_Paint,No,None,Manually Deburred,2596,9,0.33,Yes,Thread_Defect,Measurement_Error,524
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,Clear_Chromate,No,None,Manually Deburred,784,9,1.19,Yes,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,524
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,Yes,Gold_Anodize,Yes,Hinge,Part_Deburred_On_Machine,1916,63,3.28,Yes,Missing_Feature,Machine_Broke_Down,1254
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,798,33,4.08,No,Burrs_In_Part,Incorrect_Tool_Used,586
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,High_Precision,No,None,Yes,Hinge,Manually Deburred,128,5,3.78,Yes,Material_Cut_Too_Small,Material_Defect,222
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2944,88,2.98,Yes,Dent,Measurement_Error,1279
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,Yes,Clear_Hard_Anodize,Yes,Dowel_Pins,Part_Deburred_On_Machine,396,13,3.28,No,Scratches,Careless_Deburring,604
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Hinge,Manually Deburred,67,2,3.69,No,Missing_Feature,Improper_Setup,183
First 6:00AM-2:30PM,6063 Aluminum,Mill,NFX400A,Secondary_Operation,No,None,Yes,Hinge,Part_Deburred_On_Machine,441,15,3.31,Yes,Incorrect_Engraving,Part_Lifted_On_Machine,330
First 6:00AM-2:30PM,6063 Aluminum,Mill,NFX400A,High_Precision,No,None,No,None,Part_Deburred_On_Machine,44,1,3.06,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,98
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Fasteners,Part_Deburred_On_Machine,551,4,0.67,No,Out_Of_Tolerance,Careless_Deburring,187
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,1677,72,4.28,No,Scratches,Damaged_When_Shipped_To_Customer,1321
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,No,None,Yes,Bolts,Part_Deburred_On_Machine,1035,36,3.53,Yes,Burrs_In_Part,Operator_Mistake,603
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,High_Precision,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,1468,51,3.45,Yes,Thread_Defect,Incorrect_Tool_Used,1048
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,No,None,Part_Deburred_On_Machine,560,18,3.24,Yes,Incorrect_Depth,Careless_Deburring,319
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,No,None,Yes,Bolts,Part_Deburred_On_Machine,2551,51,2.01,Yes,Missing_Feature,Tool_On_Machine_Broke,798
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,722,17,2.41,Yes,Material_Cut_Too_Small,Material_Defect,628
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,High_Precision,Yes,Passivation,No,None,Manually Deburred,2735,73,2.67,No,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,1356
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,NFX400A,Secondary_Operation,Yes,Clear_Chromate,Yes,Screw,Part_Deburred_On_Machine,142,5,3.56,Yes,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,500
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Secondary_Operation,Yes,Gold_Anodize,Yes,Hinge,Manually Deburred,1145,18,1.57,Yes,Burrs_In_Part,Operator_Mistake,691
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,Yes,White_Paint,Yes,Bolts,Manually Deburred,2458,4,0.17,Yes,Missing_Feature,Careless_Deburring,509
Second 1:30PM to 9:30PM,Steel,Mill,YCM_2,Surface_Finish_Critical,Yes,White_Paint,Yes,Bolts,Part_Deburred_On_Machine,546,8,1.45,Yes,Thread_Defect,Programming_Error,539
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,2833,17,0.61,No,Damage_To_Surface,Material_Defect,378
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,2094,68,3.22,No,Out_Of_Tolerance,Measurement_Error,1291
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,2858,0,0.01,No,None,None,385
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,Yes,Fasteners,Manually Deburred,2200,75,3.42,Yes,Material_Cut_Too_Small,Incorrect_Print,1132
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_3,Standard,No,None,No,None,Part_Deburred_On_Machine,1059,21,1.94,Yes,Scratches,Careless_Deburring,358
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Screw,Part_Deburred_On_Machine,2756,57,2.08,No,Missing_Feature,Improper_Setup,876
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2918,20,0.69,Yes,Damage_To_Surface,Loaded_Part_On_Wrong_Size,395
First 6:00AM-2:30PM,Steel,Mill,YCM_2,Secondary_Operation,Yes,Colored_Hard_Anodize,Yes,Fasteners,Part_Deburred_On_Machine,1397,6,0.46,No,Material_Cut_Too_Small,Tool_On_Machine_Broke,513
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,High_Precision,Yes,Passivation,Yes,Bolts,Manually Deburred,2049,93,4.55,Yes,Scratches,Damaged_When_Shipped_To_Customer,1666
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Passivation,No,None,Manually Deburred,2262,76,3.36,Yes,Incorrect_Engraving,Incorrect_Tool_Used,1395
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,Yes,Screw,Part_Deburred_On_Machine,1576,65,4.15,No,Out_Of_Tolerance,Programming_Error,980
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_3,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,468,5,1.11,No,Damage_To_Surface,Improper_Setup,472
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,High_Precision,Yes,Passivation,No,None,Manually Deburred,1958,1,0.03,No,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,420
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Standard,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1191,50,4.17,Yes,Burrs_In_Part,Incorrect_Tool_Used,785
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_1,High_Precision,No,None,Yes,Screw,Manually Deburred,1435,58,4.04,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,911
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Standard,No,None,No,None,Manually Deburred,2906,22,0.77,No,Burrs_In_Part,Careless_Deburring,393
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,No,None,No,None,Manually Deburred,2018,59,2.9,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,874
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,1301,25,1.9,Yes,Thread_Defect,Incorrect_Tool_Used,732
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Surface_Finish_Critical,No,None,Yes,Fasteners,Manually Deburred,386,10,2.57,Yes,Missing_Feature,Part_Lifted_On_Machine,287
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,No,None,No,None,Manually Deburred,868,12,1.42,No,Out_Of_Tolerance,Programming_Error,263
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Doosan_HC400_II,High_Precision,Yes,Beadblast,Yes,Hinge,Part_Deburred_On_Machine,896,33,3.74,No,Missing_Feature,Operator_Mistake,864
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Nickel_Plating,No,None,Manually Deburred,2576,34,1.31,No,Material_Cut_Too_Small,Incorrect_Tool_Used,849
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_2,Tight_Tolerance,Yes,Beadblast,Yes,Bolts,Part_Deburred_On_Machine,2328,56,2.4,No,Dent,Careless_Deburring,1163
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Standard,Yes,Passivation,No,None,Part_Deburred_On_Machine,2108,50,2.35,No,Missing_Feature,Improper_Setup,1035
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,148,5,3.36,No,Incorrect_Hole_Size,Improper_Setup,450
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1125,24,2.12,No,Damage_To_Surface,Material_Defect,397
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,847,11,1.31,No,Missing_Feature,Operator_Mistake,278
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_2,Standard,No,None,No,None,Manually Deburred,1989,50,2.51,No,Material_Cut_Too_Small,Machine_Broke_Down,757
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,Surface_Finish_Critical,Yes,Beadblast,No,None,Part_Deburred_On_Machine,884,21,2.34,No,Incorrect_Hole_Size,Programming_Error,658
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Fasteners,Manually Deburred,1464,23,1.58,No,Scratches,Operator_Mistake,456
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Dowel_Pins,Manually Deburred,2970,67,2.25,No,Dent,Incorrect_Print,1028
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,Yes,Zinc_Plating,No,None,Manually Deburred,611,15,2.38,No,Damage_To_Surface,Programming_Error,602
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,727,32,4.37,Yes,Scratches,Careless_Deburring,801
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,279,10,3.53,Yes,Incorrect_Hole_Size,Improper_Setup,265
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Beadblast,Yes,Dowel_Pins,Manually Deburred,1464,58,3.97,Yes,Out_Of_Tolerance,Incorrect_Revision_Level,1211
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,High_Precision,No,None,Yes,Bolts,Manually Deburred,2901,2,0.07,Yes,Material_Cut_Too_Small,Careless_Deburring,183
Second 1:30PM to 9:30PM,Steel,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Passivation,No,None,Manually Deburred,2906,43,1.47,Yes,Thread_Defect,Measurement_Error,966
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,No,None,Yes,Dowel_Pins,Manually Deburred,1049,4,0.37,No,Incorrect_Engraving,Tool_On_Machine_Broke,209
First 6:00AM-2:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1539,5,0.33,No,Out_Of_Tolerance,Part_Lifted_On_Machine,150
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Doosan_HC400_II,High_Precision,Yes,Passivation,Yes,Hinge,Part_Deburred_On_Machine,2483,56,2.25,No,Burrs_In_Part,Careless_Deburring,1163
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,No,None,Yes,Hinge,Manually Deburred,2169,74,3.42,Yes,Thread_Defect,Incorrect_Tool_Used,1119
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,No,None,Yes,Hinge,Part_Deburred_On_Machine,1832,58,3.14,Yes,Thread_Defect,Measurement_Error,889
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,Yes,Beadblast,Yes,Fasteners,Part_Deburred_On_Machine,1967,62,3.13,Yes,Out_Of_Tolerance,Improper_Setup,1241
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Big_Wia,Standard,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,575,15,2.56,No,Damage_To_Surface,Part_Lifted_On_Machine,602
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Standard,No,None,No,None,Manually Deburred,1973,0,0.02,Yes,None,None,107
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Clear_Chromate,Yes,Fasteners,Manually Deburred,2102,53,2.54,No,Dent,Incorrect_Tool_Used,1146
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Standard,Yes,Zinc_Plating,Yes,Hinge,Manually Deburred,2462,93,3.78,Yes,Thread_Defect,Incorrect_Tool_Used,1666
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,Clear_Hard_Anodize,Yes,Dowel_Pins,Part_Deburred_On_Machine,898,28,3.14,No,Incorrect_Hole_Size,Incorrect_Tool_Used,799
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,High_Precision,Yes,Colored_Paint,Yes,Dowel_Pins,Part_Deburred_On_Machine,2970,127,4.29,No,Incorrect_Depth,Incorrect_Print,2086
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,High_Precision,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,311,1,0.26,No,Scratches,Operator_Mistake,398
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_3,High_Precision,Yes,Clear_Hard_Anodize,Yes,Bolts,Manually Deburred,1548,71,4.57,No,Incorrect_Engraving,Incorrect_Tool_Used,1380
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,Secondary_Operation,No,None,No,None,Manually Deburred,1437,49,3.38,No,Damage_To_Surface,Incorrect_Revision_Level,744
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,Yes,Beadblast,No,None,Part_Deburred_On_Machine,1690,51,3.01,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,1048
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,609,1,0.22,No,Burrs_In_Part,Careless_Deburring,170
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,No,None,Yes,Screw,Manually Deburred,886,39,4.36,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,664
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Fasteners,Manually Deburred,467,21,4.49,Yes,Dent,Programming_Error,430
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1473,39,2.65,Yes,Missing_Feature,Careless_Deburring,592
First 6:00AM-2:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,2248,53,2.38,Yes,Material_Cut_Too_Small,Damaged_When_Shipped_To_Customer,774
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,High_Precision,No,None,Yes,Bolts,Part_Deburred_On_Machine,850,26,3.09,No,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,473
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,NFX400A,Secondary_Operation,Yes,Passivation,Yes,Bolts,Manually Deburred,2481,86,3.46,Yes,Scratches,Damaged_When_Shipped_To_Customer,1575
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,Yes,Hinge,Part_Deburred_On_Machine,917,16,1.69,No,Dent,Part_Lifted_On_Machine,643
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,High_Precision,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,1652,61,3.66,No,Incorrect_Depth,Measurement_Error,1178
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Big_Wia,High_Precision,No,None,No,None,Manually Deburred,1958,69,3.51,No,Burrs_In_Part,Careless_Deburring,1004
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,Yes,Colored_Paint,Yes,Screw,Part_Deburred_On_Machine,1168,15,1.25,Yes,Incorrect_Hole_Size,Improper_Setup,630
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,High_Precision,No,None,Yes,Dowel_Pins,Manually Deburred,145,4,2.5,No,Missing_Feature,Operator_Mistake,209
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,Yes,Passivation,No,None,Part_Deburred_On_Machine,146,4,2.65,No,Burrs_In_Part,Tool_On_Machine_Broke,437
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Grinding,Yes,Bolts,Manually Deburred,1711,71,4.16,No,Out_Of_Tolerance,Programming_Error,1380
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2860,17,0.58,Yes,Missing_Feature,Incorrect_Tool_Used,306
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,No,None,Yes,Fasteners,Manually Deburred,2096,93,4.44,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,1366
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,1866,2,0.1,No,Burrs_In_Part,Operator_Mistake,411
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_1,Surface_Finish_Critical,Yes,Clear_Chromate,No,None,Manually Deburred,104,2,1.61,No,Incorrect_Hole_Size,Incorrect_Tool_Used,433
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Big_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,1615,79,4.89,No,Dent,Measurement_Error,1112
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,High_Precision,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,1216,2,0.18,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,433
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,2562,108,4.2,Yes,Thread_Defect,Improper_Setup,1561
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Secondary_Operation,No,None,No,None,Manually Deburred,1891,18,0.96,Yes,Incorrect_Engraving,Improper_Setup,341
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,57,2,3.34,No,Out_Of_Tolerance,Material_Defect,111
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,NFX400A,High_Precision,No,None,No,None,Part_Deburred_On_Machine,289,12,4.0,No,Incorrect_Engraving,Part_Lifted_On_Machine,241
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Grinding,No,None,Manually Deburred,96,0,0.43,Yes,None,None,407
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_1,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,1337,0,0.01,No,None,None,407
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_2,Tight_Tolerance,Yes,Colored_Paint,Yes,Fasteners,Manually Deburred,2156,10,0.47,No,Missing_Feature,Operator_Mistake,587
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,264,12,4.47,No,Out_Of_Tolerance,Tool_On_Machine_Broke,241
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,No,None,Manually Deburred,378,9,2.5,No,Incorrect_Hole_Size,Incorrect_Tool_Used,224
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Grinding,Yes,Screw,Part_Deburred_On_Machine,2320,110,4.74,Yes,Out_Of_Tolerance,Improper_Setup,1865
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Chem_Film,Yes,Bolts,Manually Deburred,295,1,0.29,Yes,Out_Of_Tolerance,Material_Defect,470
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,Standard,Yes,Clear_Hard_Anodize,Yes,Bolts,Manually Deburred,50,1,1.15,Yes,Scratches,Operator_Mistake,470
First 6:00AM-2:30PM,Steel,Mill,YCM_2,Tight_Tolerance,No,None,Yes,Screw,Part_Deburred_On_Machine,1297,2,0.12,No,Material_Cut_Too_Small,Material_Defect,161
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_1,Standard,No,None,No,None,Part_Deburred_On_Machine,1140,18,1.58,Yes,Missing_Feature,Measurement_Error,319
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,Grinding,Yes,Dowel_Pins,Manually Deburred,1643,15,0.94,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,652
